a	[('0', '1338'), ('1', '273'), ('2', '191'), ('3', '681'), ('4', '569')]
coy	[('1', '1')]
cr	[('0', '4')]
crack	[('0', '1'), ('4', '1')]
crackable	[('1', '1')]
cracked	[('0', '6'), ('1', '1')]
crackers	[('0', '1')]
crag	[('2', '1'), ('3', '2'), ('4', '1')]
crags	[('2', '1'), ('4', '1')]
cravats	[('0', '5')]
craze	[('0', '1'), ('4', '1')]
creams	[('0', '7')]
created	[('0', '2'), ('1', '2'), ('2', '2'), ('3', '2'), ('4', '2')]
creating	[('0', '4'), ('1', '4'), ('2', '4'), ('3', '4'), ('4', '4')]
creation	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
creature	[('0', '1'), ('1', '1'), ('2', '2'), ('3', '2'), ('4', '2')]
creatures	[('0', '48'), ('1', '9'), ('2', '1'), ('4', '1')]
credit	[('0', '1'), ('1', '3'), ('2', '1'), ('3', '3'), ('4', '1')]
credited	[('0', '1')]
creditor	[('0', '1')]
creditors	[('0', '1')]
creep	[('4', '1')]
creepy	[('2', '1'), ('4', '1')]
crept	[('4', '1')]
cress	[('2', '1'), ('4', '1')]
crew	[('2', '10'), ('4', '10')]
cribb	[('0', '1')]
cricket	[('0', '1'), ('1', '1')]
cricketer	[('0', '1')]
cricketers	[('0', '2')]
cried	[('2', '6'), ('3', '17'), ('4', '14')]
cries	[('3', '1')]
crime	[('3', '1')]
crimes	[('2', '1'), ('4', '2')]
crimson	[('3', '1'), ('4', '4')]
crisp	[('2', '1'), ('4', '1')]
critic	[('3', '1')]
critical	[('0', '2'), ('1', '1'), ('2', '1'), ('3', '5'), ('4', '1')]
criticise	[('4', '2')]
criticising	[('3', '1')]
criticism	[('4', '2')]
criticisms	[('3', '1')]
criticize	[('3', '1')]
crocodile	[('0', '2')]
crocodiles	[('0', '2'), ('1', '8')]
crones	[('4', '1')]
crooked	[('1', '2'), ('3', '1')]
crophi	[('3', '3')]
cross	[('0', '8'), ('1', '2'), ('3', '7'), ('4', '3')]
crossed	[('0', '8'), ('1', '2'), ('2', '1'), ('3', '4'), ('4', '2')]
crosses	[('0', '1'), ('3', '12')]
crossing	[('2', '1'), ('3', '1'), ('4', '1')]
crouched	[('4', '1')]
crow	[('3', '3')]
crowd	[('3', '2'), ('4', '1')]
crowded	[('0', '2'), ('1', '2'), ('3', '2'), ('4', '3')]
crowds	[('3', '1')]
crown	[('0', '12'), ('3', '6'), ('4', '5')]
crowns	[('4', '1')]
cruel	[('4', '1')]
cruets	[('4', '1')]
crushed	[('3', '2'), ('4', '1')]
crushing	[('3', '1')]
cry	[('2', '2'), ('3', '2'), ('4', '5')]
crying	[('3', '1')]
crystal	[('3', '1'), ('4', '1')]
cubical	[('3', '5')]
cultivate	[('3', '1')]
cumbrous	[('0', '1')]
cupboard	[('0', '6'), ('1', '14')]
curds	[('2', '1'), ('4', '1')]
cure	[('4', '1')]
curiosa	[('0', '1')]
curiosity	[('0', '2')]
curious	[('0', '1'), ('1', '1'), ('3', '3'), ('4', '3')]
curl	[('0', '1')]
curls	[('0', '1')]
curly	[('0', '4')]
curnow	[('3', '2'), ('4', '2')]
current	[('0', '3'), ('1', '1'), ('2', '2'), ('3', '1'), ('4', '3')]
curtail	[('4', '1')]
curtain	[('0', '1'), ('4', '2')]
curtains	[('4', '2')]
curtseying	[('3', '1')]
curved	[('4', '1')]
curves	[('4', '2')]
curvilinear	[('0', '1')]
cushion	[('4', '1')]
cushions	[('3', '3')]
custom	[('3', '5')]
cut	[('0', '4'), ('3', '1'), ('4', '4')]
cuts	[('3', '2')]
cutting	[('3', '1')]
cyclop	[('4', '1')]
cylinder	[('3', '5')]
cylindrical	[('3', '1')]
cypher	[('3', '1')]
cyphers	[('3', '1')]
d	[('0', '393'), ('1', '8'), ('2', '3'), ('3', '65'), ('4', '28')]
da	[('0', '24')]
daddy	[('4', '1')]
dagger	[('2', '1'), ('3', '1'), ('4', '1')]
daggers	[('3', '1')]
daily	[('0', '2'), ('3', '1'), ('4', '2')]
dainties	[('4', '1')]
dainty	[('4', '1')]
dall	[('0', '1')]
damage	[('0', '2'), ('1', '2'), ('2', '3'), ('3', '2'), ('4', '3')]
damaged	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
damages	[('0', '4'), ('1', '4'), ('2', '4'), ('3', '4'), ('4', '4')]
damp	[('0', '1')]
damsel	[('3', '2')]
dance	[('0', '3'), ('4', '1')]
danced	[('4', '1')]
dances	[('4', '2')]
dancing	[('0', '7')]
dandy	[('0', '4')]
danger	[('0', '5'), ('2', '2'), ('4', '2')]
dangerous	[('0', '1'), ('1', '1'), ('3', '1')]
dangling	[('1', '1')]
darapti	[('0', '2')]
darbies	[('3', '1')]
dare	[('0', '3'), ('1', '2'), ('4', '3')]
dared	[('4', '1')]
dares	[('4', '1')]
dark	[('2', '2'), ('4', '6')]
darker	[('2', '1'), ('3', '1'), ('4', '1')]
darkest	[('4', '1')]
darkly	[('4', '2')]
darkness	[('2', '1'), ('4', '2')]
darling	[('4', '1')]
darlings	[('1', '1'), ('3', '1')]
darting	[('1', '1')]
dashed	[('4', '2')]
dashing	[('4', '1')]
data	[('0', '7'), ('1', '1'), ('2', '1'), ('3', '16'), ('4', '1')]
date	[('0', '3'), ('1', '4'), ('2', '4'), ('3', '3'), ('4', '4')]
dated	[('0', '3')]
dates	[('4', '1')]
datisi	[('0', '1')]
datum	[('3', '1')]
daughter	[('0', '1'), ('3', '1'), ('4', '2')]
dawn	[('4', '3')]
day	[('0', '10'), ('1', '2'), ('2', '13'), ('3', '26'), ('4', '37')]
daylight	[('2', '1'), ('3', '1'), ('4', '1')]
days	[('0', '14'), ('1', '12'), ('2', '7'), ('3', '9'), ('4', '13')]
daytime	[('3', '1')]
dazzling	[('3', '1')]
db	[('0', '20')]
dc	[('0', '19')]
de	[('0', '19'), ('3', '6'), ('4', '1')]
dead	[('2', '1'), ('3', '4'), ('4', '5')]
deadlie	[('4', '2')]
deadly	[('4', '1')]
deaf	[('3', '1')]
deal	[('0', '6'), ('1', '2'), ('3', '3')]
dealing	[('0', '2')]
deals	[('0', '2')]
dealt	[('0', '1')]
dear	[('0', '6'), ('1', '4'), ('2', '2'), ('3', '21'), ('4', '10')]
dearer	[('4', '1')]
dearest	[('4', '1')]
dears	[('3', '1')]
death	[('2', '1'), ('4', '2')]
debate	[('2', '1'), ('4', '1')]
debating	[('0', '7')]
debtor	[('0', '1')]
deceased	[('3', '1')]
deceive	[('0', '1'), ('3', '1')]
deceivers	[('4', '1')]
deceives	[('0', '1')]
december	[('1', '2')]
decide	[('0', '2'), ('1', '1'), ('3', '3')]
decided	[('3', '2'), ('4', '2')]
decimal	[('3', '1')]
decimals	[('3', '1')]
decision	[('3', '1')]
decisively	[('3', '1')]
deck	[('2', '1'), ('3', '3'), ('4', '2')]
declare	[('0', '2'), ('2', '1'), ('4', '1')]
declared	[('2', '3'), ('4', '4')]
declares	[('0', '3'), ('3', '1')]
declaring	[('0', '1'), ('1', '1')]
decline	[('0', '1'), ('2', '1'), ('4', '2')]
declined	[('2', '1'), ('4', '1')]
declines	[('0', '1')]
decorate	[('3', '1')]
decorated	[('3', '1')]
decoration	[('3', '1')]
decreasing	[('3', '1')]
dedicated	[('4', '1')]
deduce	[('0', '2'), ('1', '2')]
deduced	[('0', '1'), ('1', '1')]
deduces	[('3', '3')]
deductible	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
deducting	[('3', '1')]
deed	[('0', '2'), ('1', '2'), ('2', '1'), ('3', '1'), ('4', '2')]
deeds	[('3', '1')]
deem	[('4', '2')]
deemest	[('4', '1')]
deep	[('3', '7'), ('4', '4')]
deeper	[('3', '1')]
deepest	[('3', '1'), ('4', '1')]
deeply	[('1', '1'), ('2', '3'), ('4', '3')]
def	[('1', '2')]
default	[('3', '1')]
defeat	[('4', '1')]
defect	[('0', '3'), ('1', '3'), ('2', '3'), ('3', '3'), ('4', '3')]
defective	[('0', '3'), ('1', '7'), ('2', '3'), ('3', '4'), ('4', '3')]
defects	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
defence	[('0', '1'), ('4', '2')]
defending	[('2', '1'), ('4', '1')]
defense	[('2', '1')]
deference	[('3', '1')]
defied	[('3', '1')]
define	[('0', '7')]
definite	[('3', '1')]
definition	[('0', '7'), ('1', '1')]
definitions	[('0', '2')]
deft	[('3', '1')]
defy	[('4', '1')]
degrees	[('3', '2')]
delay	[('2', '1'), ('3', '1'), ('4', '2')]
delayed	[('3', '1')]
deletions	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
deliberate	[('3', '1')]
deliberation	[('3', '1'), ('4', '2')]
delicate	[('4', '1')]
delicious	[('0', '7'), ('3', '1')]
delight	[('0', '2'), ('1', '1'), ('2', '2'), ('3', '1'), ('4', '3')]
delighted	[('1', '1')]
delightful	[('0', '1'), ('3', '1')]
delightfully	[('0', '1')]
delights	[('0', '1')]
delirious	[('2', '1'), ('4', '1')]
delivered	[('2', '1'), ('4', '1')]
delle	[('0', '1')]
delta	[('3', '4')]
delude	[('0', '1')]
delusion	[('3', '1')]
delusions	[('1', '1')]
dem	[('0', '1')]
demand	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
demerits	[('3', '1')]
demigods	[('3', '1')]
democrats	[('1', '1')]
demur	[('0', '1'), ('3', '1')]
den	[('4', '1')]
denied	[('0', '1'), ('4', '1')]
denote	[('0', '1'), ('3', '3')]
denoted	[('3', '1')]
dens	[('2', '1'), ('4', '1')]
denser	[('4', '1')]
dentists	[('0', '5'), ('1', '2')]
deny	[('1', '1'), ('3', '2'), ('4', '1')]
denying	[('1', '1')]
departed	[('1', '1'), ('4', '1')]
departing	[('3', '1')]
departure	[('3', '1'), ('4', '1')]
depend	[('2', '1'), ('3', '4'), ('4', '1')]
dependable	[('3', '1')]
depends	[('0', '3'), ('1', '2'), ('2', '3'), ('3', '3'), ('4', '5')]
deplorable	[('3', '1')]
deplored	[('2', '1'), ('4', '1')]
depressed	[('0', '4')]
depressing	[('3', '1')]
depth	[('3', '5')]
depths	[('3', '1'), ('4', '3')]
derivative	[('0', '3'), ('1', '3'), ('2', '3'), ('3', '3'), ('4', '3')]
derive	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
derived	[('0', '3'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '2')]
des	[('0', '1')]
descend	[('3', '2')]
descended	[('3', '1')]
descending	[('3', '1')]
descends	[('3', '1')]
descent	[('3', '2')]
describe	[('0', '1'), ('2', '1'), ('4', '3')]
described	[('0', '4'), ('1', '1'), ('2', '1'), ('3', '2'), ('4', '1')]
describes	[('0', '1'), ('4', '1')]
describing	[('0', '1'), ('4', '1')]
description	[('3', '1'), ('4', '1')]
descry	[('4', '1')]
desert	[('4', '2')]
deserted	[('2', '1'), ('4', '1')]
deserting	[('2', '1'), ('4', '1')]
desertion	[('2', '1'), ('4', '1')]
deserts	[('0', '5'), ('1', '3'), ('3', '1')]
deserve	[('0', '17'), ('1', '3'), ('3', '4')]
deserved	[('3', '1')]
deserves	[('0', '2')]
deserving	[('0', '10')]
designed	[('0', '1')]
designs	[('0', '1')]
desirable	[('0', '1'), ('1', '1'), ('3', '1')]
desire	[('4', '1')]
desired	[('0', '5'), ('1', '1')]
desk	[('0', '3')]
desks	[('0', '1')]
desolate	[('2', '1'), ('4', '1')]
despair	[('2', '2'), ('4', '6')]
despairing	[('3', '1')]
desperandum	[('3', '1')]
desperate	[('2', '3'), ('3', '1'), ('4', '4')]
despicable	[('0', '2')]
despise	[('0', '2')]
despised	[('0', '6')]
despite	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
destroy	[('0', '2'), ('1', '2'), ('2', '2'), ('3', '2'), ('4', '2')]
destroyed	[('0', '1')]
destroys	[('0', '1')]
detach	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
detail	[('3', '1')]
details	[('3', '2')]
detect	[('0', '6'), ('1', '4'), ('3', '1')]
detected	[('0', '1'), ('3', '1')]
detecting	[('1', '1')]
determine	[('0', '4'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
determined	[('3', '1')]
detest	[('0', '2'), ('4', '1')]
detested	[('0', '1')]
detractors	[('0', '1')]
developed	[('0', '1'), ('3', '1')]
device	[('3', '1')]
devised	[('0', '1'), ('4', '1')]
devoid	[('0', '2')]
devonshire	[('4', '1')]
devote	[('3', '1')]
dew	[('4', '1')]
dews	[('4', '1')]
dexterously	[('3', '2')]
dh	[('0', '15')]
di	[('0', '1')]
dia	[('4', '1')]
diagram	[('0', '102'), ('1', '50'), ('3', '2')]
diagrams	[('0', '44'), ('1', '7')]
dialect	[('3', '2')]
dialects	[('4', '1')]
dialogue	[('0', '2')]
dichotomy	[('0', '10')]
dictatorial	[('0', '2'), ('1', '2')]
dictionaries	[('0', '9')]
dictionary	[('0', '8')]
did	[('1', '2'), ('2', '1'), ('3', '35'), ('4', '19')]
didn	[('0', '1'), ('1', '1'), ('3', '5'), ('4', '3')]
didna	[('4', '3')]
die	[('2', '2'), ('3', '1'), ('4', '5')]
dies	[('0', '1')]
differ	[('0', '3'), ('3', '4'), ('4', '1')]
difference	[('1', '1'), ('3', '2'), ('4', '1')]
differences	[('0', '1')]
different	[('0', '12'), ('1', '9'), ('2', '3'), ('3', '6'), ('4', '5')]
differenti	[('0', '8')]
differentia	[('0', '19')]
differentiated	[('0', '1')]
differs	[('0', '3')]
difficult	[('0', '13'), ('1', '2'), ('2', '1'), ('4', '1')]
difficulties	[('0', '9')]
difficulty	[('0', '2'), ('1', '2'), ('3', '5')]
dig	[('3', '2')]
digestion	[('4', '1')]
digger	[('3', '1')]
diggers	[('3', '1')]
digits	[('0', '5'), ('3', '1')]
dignified	[('0', '2')]
dignity	[('3', '2')]
digression	[('3', '1'), ('4', '1')]
dilemmas	[('0', '2')]
diligent	[('0', '10'), ('1', '6')]
diluter	[('4', '1')]
dilution	[('4', '1')]
diluvian	[('1', '1')]
dim	[('3', '1'), ('4', '1')]
dimensions	[('3', '2')]
diminished	[('2', '1'), ('4', '1')]
dimly	[('3', '1'), ('4', '1')]
dimpled	[('3', '2')]
din	[('4', '4')]
dinah	[('3', '11')]
dine	[('0', '3'), ('2', '1'), ('4', '5')]
dined	[('4', '1')]
dines	[('2', '1'), ('4', '1')]
dining	[('0', '1'), ('4', '1')]
dinna	[('4', '1')]
dinner	[('0', '1'), ('1', '2'), ('3', '6'), ('4', '5')]
dint	[('3', '1')]
dipping	[('0', '3')]
direct	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
directed	[('2', '1'), ('4', '1')]
direction	[('3', '3')]
directions	[('0', '2'), ('3', '1')]
directly	[('0', '2'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
director	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
dirge	[('4', '2')]
disadvantage	[('3', '1')]
disagreeable	[('0', '1')]
disagrees	[('0', '2')]
disamis	[('0', '1')]
disant	[('0', '1')]
disappears	[('1', '1')]
disappointment	[('3', '1')]
disapproved	[('4', '1')]
disaster	[('3', '1')]
disbelief	[('3', '1')]
discharge	[('3', '1')]
disclaim	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
disclaimer	[('0', '3'), ('1', '3'), ('2', '3'), ('3', '3'), ('4', '3')]
disclaimers	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
disclosed	[('3', '1')]
disclosure	[('4', '1')]
disconcerted	[('3', '2')]
discontented	[('0', '3')]
discontinue	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
discordant	[('4', '1')]
discount	[('2', '1'), ('3', '2'), ('4', '3')]
discouraging	[('3', '1')]
discourse	[('0', '12'), ('3', '1')]
discourteous	[('3', '1')]
discover	[('0', '3'), ('1', '1'), ('2', '2'), ('3', '2'), ('4', '2')]
discovered	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '2'), ('4', '1')]
discovery	[('0', '1')]
discretion	[('4', '1')]
discuss	[('0', '5'), ('3', '2')]
discussed	[('0', '10'), ('3', '1')]
discussing	[('0', '1')]
discussion	[('0', '1'), ('3', '3')]
discussions	[('0', '7')]
disguise	[('3', '1')]
disgust	[('0', '1'), ('2', '1'), ('4', '1')]
disgusted	[('2', '1'), ('4', '1')]
dish	[('0', '9'), ('4', '1')]
disheartened	[('3', '1')]
dishes	[('0', '9'), ('1', '2'), ('4', '1')]
dishonest	[('0', '11'), ('1', '2')]
dishonoured	[('0', '2')]
disjointed	[('4', '1')]
disk	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
dislike	[('0', '2'), ('1', '1')]
disliked	[('0', '1')]
dislikes	[('0', '1')]
dismal	[('2', '2'), ('4', '5')]
dismally	[('3', '1')]
dismayed	[('0', '1')]
dismiss	[('3', '1')]
dismissal	[('3', '1')]
disobedient	[('0', '1')]
disobliging	[('0', '1')]
dispense	[('0', '3'), ('4', '1')]
displace	[('3', '1')]
displaced	[('3', '6')]
displacement	[('3', '2')]
displaces	[('3', '5')]
display	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
displayed	[('0', '1'), ('1', '1'), ('2', '2'), ('3', '1'), ('4', '2')]
displaying	[('0', '4'), ('1', '4'), ('2', '4'), ('3', '4'), ('4', '4')]
displease	[('3', '1')]
displeased	[('3', '1')]
dispose	[('3', '1')]
disprove	[('3', '2')]
disproves	[('3', '1')]
dispute	[('2', '1'), ('4', '1')]
disputes	[('2', '1'), ('4', '1')]
disregarding	[('0', '1')]
dissected	[('4', '1')]
distance	[('1', '1'), ('3', '15'), ('4', '1')]
distances	[('3', '5')]
distant	[('3', '1')]
distasteful	[('3', '1'), ('4', '1')]
distinct	[('0', '1'), ('1', '1')]
distinction	[('3', '4')]
distinctly	[('3', '2'), ('4', '1')]
distinguish	[('0', '2')]
distinguishable	[('0', '1')]
distinguished	[('0', '2'), ('3', '2')]
distinguishing	[('2', '1'), ('4', '1')]
distractedly	[('3', '1')]
distress	[('3', '1'), ('4', '1')]
distressed	[('2', '2'), ('4', '2')]
distribute	[('0', '6'), ('1', '6'), ('2', '6'), ('3', '6'), ('4', '6')]
distributed	[('0', '6'), ('1', '4'), ('2', '4'), ('3', '6'), ('4', '6')]
distributing	[('0', '7'), ('1', '7'), ('2', '7'), ('3', '7'), ('4', '7')]
distribution	[('0', '6'), ('1', '6'), ('2', '6'), ('3', '6'), ('4', '6')]
distributor	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
district	[('3', '1')]
disturb	[('3', '1')]
dit	[('4', '1')]
ditto	[('1', '2')]
divide	[('0', '5'), ('1', '4'), ('2', '1'), ('3', '3'), ('4', '1')]
divided	[('0', '14'), ('1', '7'), ('3', '5')]
divides	[('0', '4')]
dividing	[('0', '4'), ('3', '3')]
divination	[('3', '1')]
division	[('0', '10'), ('1', '8'), ('3', '1')]
divisions	[('0', '1')]
divisor	[('3', '1')]
dix	[('0', '12')]
dk	[('0', '4')]
dl	[('0', '3')]
do	[('0', '107'), ('1', '58'), ('2', '21'), ('3', '67'), ('4', '37')]
doctor	[('0', '6'), ('1', '3')]
doctors	[('0', '5'), ('1', '1')]
document	[('1', '1'), ('3', '1')]
dodge	[('4', '1')]
dodging	[('0', '1'), ('1', '1')]
doe	[('4', '1')]
doers	[('3', '1')]
does	[('0', '43'), ('1', '16'), ('2', '3'), ('3', '33'), ('4', '4')]
doesn	[('1', '5'), ('3', '8')]
dog	[('0', '6'), ('3', '1'), ('4', '3')]
doggie	[('4', '12')]
dogs	[('0', '6'), ('4', '2')]
doing	[('0', '16'), ('1', '5'), ('3', '5'), ('4', '3')]
doll	[('1', '2'), ('3', '1')]
dolls	[('1', '2')]
dolorum	[('4', '1')]
domain	[('0', '8'), ('1', '8'), ('2', '8'), ('3', '8'), ('4', '8')]
domestic	[('4', '1')]
don	[('0', '9'), ('1', '8'), ('2', '1'), ('3', '20'), ('4', '22')]
donate	[('0', '4'), ('1', '4'), ('2', '4'), ('3', '4'), ('4', '4')]
donation	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
donations	[('0', '15'), ('1', '15'), ('2', '15'), ('3', '15'), ('4', '15')]
done	[('0', '4'), ('1', '5'), ('2', '6'), ('3', '15'), ('4', '13')]
donkey	[('0', '4')]
donkeys	[('0', '4')]
donors	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
doom	[('4', '1')]
doon	[('4', '5')]
door	[('1', '1'), ('2', '2'), ('3', '7'), ('4', '9')]
doors	[('1', '1'), ('3', '3'), ('4', '1')]
doorstep	[('3', '1')]
dost	[('4', '1')]
doth	[('4', '3')]
dots	[('1', '1')]
dotted	[('0', '1'), ('3', '1')]
double	[('0', '24'), ('1', '4'), ('3', '8'), ('4', '6')]
doubled	[('0', '1')]
doubt	[('0', '4'), ('2', '3'), ('3', '10'), ('4', '12')]
doubted	[('0', '1'), ('1', '1'), ('2', '1'), ('4', '1')]
doubtful	[('4', '1')]
doubts	[('0', '1')]
douglas	[('3', '1')]
dove	[('3', '1')]
down	[('0', '11'), ('1', '7'), ('2', '3'), ('3', '35'), ('4', '14')]
downloading	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
downward	[('4', '1')]
downwards	[('4', '1')]
downy	[('4', '1')]
dozen	[('4', '3')]
dozing	[('3', '1')]
dr	[('0', '3'), ('1', '2'), ('2', '2'), ('3', '2'), ('4', '2')]
drag	[('4', '1')]
dragging	[('3', '1')]
dragon	[('1', '2'), ('3', '4'), ('4', '1')]
dragons	[('0', '2'), ('1', '9')]
drank	[('2', '1'), ('4', '1')]
draught	[('4', '2')]
draw	[('0', '5'), ('1', '2')]
drawing	[('0', '5'), ('3', '4'), ('4', '5')]
drawn	[('0', '1'), ('1', '6'), ('2', '1'), ('3', '3'), ('4', '1')]
draws	[('1', '2'), ('3', '2')]
dread	[('0', '2'), ('1', '1'), ('2', '1'), ('4', '4')]
dreaded	[('0', '14'), ('1', '2'), ('3', '1')]
dreading	[('3', '1')]
dreads	[('4', '1')]
dream	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '3'), ('4', '4')]
dreamed	[('2', '2'), ('4', '4')]
dreamer	[('0', '1')]
dreamily	[('3', '2')]
dreaming	[('4', '1')]
dreams	[('0', '7'), ('1', '1'), ('2', '1'), ('4', '4')]
dreamt	[('4', '1')]
dreamy	[('2', '1'), ('3', '2'), ('4', '2')]
dreary	[('3', '1'), ('4', '1')]
dregs	[('4', '1')]
drenched	[('4', '1')]
dress	[('2', '1'), ('4', '1')]
dressed	[('2', '2'), ('4', '7')]
dresses	[('0', '3')]
dressing	[('4', '1')]
dressy	[('4', '1')]
drew	[('2', '1'), ('3', '3'), ('4', '1')]
dried	[('4', '2')]
drift	[('4', '1')]
drifted	[('3', '1')]
drilling	[('4', '1')]
drink	[('0', '7'), ('1', '1'), ('3', '3'), ('4', '2')]
drinkers	[('0', '2')]
drinking	[('4', '1')]
drinks	[('0', '1'), ('1', '1')]
drive	[('0', '3'), ('4', '1')]
driver	[('0', '4'), ('3', '4')]
drivers	[('0', '1')]
driving	[('0', '6'), ('1', '1'), ('3', '1'), ('4', '2')]
drone	[('4', '1')]
drooping	[('4', '2')]
drop	[('3', '1'), ('4', '5')]
dropped	[('4', '1')]
drops	[('4', '1')]
drove	[('2', '1'), ('4', '1')]
drown	[('4', '2')]
drowned	[('3', '2'), ('4', '3')]
drowsily	[('3', '1')]
drowsy	[('0', '7'), ('1', '3')]
drum	[('0', '1'), ('4', '1')]
drummed	[('3', '1')]
drummer	[('0', '1')]
drums	[('0', '1')]
drunk	[('4', '1')]
dry	[('0', '2')]
dublin	[('3', '2')]
duck	[('3', '2'), ('4', '3')]
duckling	[('4', '1')]
ducks	[('0', '26'), ('1', '1'), ('4', '1')]
duckwing	[('3', '1')]
due	[('2', '2'), ('3', '1'), ('4', '4')]
dug	[('3', '1')]
duke	[('0', '1')]
dulcet	[('4', '1')]
dull	[('0', '1'), ('4', '4')]
dullard	[('4', '2')]
duller	[('4', '1')]
duly	[('3', '2')]
dumb	[('4', '4')]
dumpty	[('2', '1'), ('4', '1')]
dunce	[('2', '2'), ('4', '3')]
dundreary	[('4', '1')]
dungeon	[('3', '2')]
dungeons	[('4', '1')]
duodecimo	[('4', '1')]
duplicate	[('3', '1')]
during	[('2', '1'), ('3', '4'), ('4', '1')]
dusk	[('4', '1')]
dusky	[('4', '2')]
dust	[('2', '1'), ('3', '2'), ('4', '2')]
dusty	[('4', '1')]
dutch	[('2', '1'), ('4', '1')]
duties	[('4', '1')]
duty	[('2', '3'), ('3', '4'), ('4', '3')]
dwell	[('4', '1')]
dwelt	[('2', '1'), ('4', '2')]
dwindled	[('3', '1')]
dye	[('4', '1')]
dyscomfyture	[('4', '2')]
e	[('0', '542'), ('1', '140'), ('2', '23'), ('3', '82'), ('4', '30')]
ea	[('0', '14')]
each	[('0', '67'), ('1', '27'), ('2', '9'), ('3', '66'), ('4', '36')]
eager	[('3', '1'), ('4', '3')]
eagerly	[('0', '4'), ('1', '1'), ('3', '5')]
eagle	[('0', '2')]
eagles	[('0', '3')]
ear	[('2', '1'), ('3', '6'), ('4', '8')]
earlier	[('0', '2'), ('2', '1'), ('3', '1'), ('4', '2')]
early	[('3', '2')]
earn	[('4', '1')]
earned	[('0', '1'), ('3', '1')]
earnest	[('0', '4'), ('3', '1')]
earnestly	[('0', '1')]
ears	[('2', '2'), ('3', '2'), ('4', '3')]
earth	[('2', '1'), ('3', '1'), ('4', '6')]
ease	[('2', '1'), ('3', '1'), ('4', '2')]
easier	[('1', '1'), ('4', '1')]
easily	[('0', '13'), ('1', '3'), ('2', '1'), ('3', '5'), ('4', '1')]
east	[('0', '41'), ('2', '1'), ('3', '5'), ('4', '2')]
easter	[('3', '1'), ('4', '1')]
easterly	[('3', '11')]
easy	[('0', '16'), ('1', '3'), ('2', '1'), ('3', '3'), ('4', '5')]
eat	[('0', '5'), ('1', '1'), ('3', '5'), ('4', '2')]
eatable	[('0', '1')]
eaters	[('0', '4')]
eating	[('0', '5')]
eats	[('0', '3'), ('3', '1')]
eb	[('0', '10')]
ebb	[('3', '1')]
ebook	[('0', '11'), ('1', '11'), ('2', '10'), ('3', '11'), ('4', '11')]
ebooks	[('0', '7'), ('1', '7'), ('2', '7'), ('3', '7'), ('4', '7')]
ec	[('0', '9')]
eccentric	[('3', '1')]
echo	[('4', '2')]
echoed	[('3', '3'), ('4', '1')]
echoes	[('4', '4')]
economical	[('3', '1')]
ecstasy	[('3', '1'), ('4', '1')]
ed	[('0', '6')]
eden	[('0', '7')]
edge	[('3', '1')]
edged	[('0', '1')]
edges	[('0', '18'), ('1', '3'), ('3', '4'), ('4', '4')]
edification	[('3', '1')]
edited	[('4', '1')]
edition	[('0', '7'), ('1', '1'), ('2', '2'), ('3', '1'), ('4', '1')]
editions	[('0', '11'), ('1', '4'), ('2', '4'), ('3', '4'), ('4', '4')]
editorial	[('0', '1')]
editors	[('0', '1')]
edmund	[('0', '1')]
educated	[('0', '11'), ('1', '1')]
education	[('0', '1'), ('1', '1')]
educational	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
effect	[('0', '3'), ('2', '1'), ('3', '1'), ('4', '3')]
effected	[('3', '1')]
effort	[('0', '3'), ('1', '2'), ('2', '3'), ('3', '5'), ('4', '3')]
